66199.52589161748,4583.785100494943,-12665.287652802996,3028.803293032427,26806.891355363645,17109.05846281178,1274.2496279345164,36036.93514189749,-12859.341224151072,-1505.4456379003525,4
-42675.2497250269,-9061.173507613978,4842.50925939882,-21827.474062735535,7758.614360612437,-20581.37145251335,-7966.954240143454,6221.921411814081,690.4126449254096,84.16554050236411,7
74290.40805556733,-19847.017080986705,-18082.08439103742,-10021.421708043956,-14792.974431129498,-5604.2883868508015,-2223.6915192472193,-9179.71120214351,6969.854503339647,-5362.53726896653,1
-16569.3793032521,-56360.44978814381,32394.64276294379,15417.400400233477,-16153.718606014709,6255.209202036853,-548.8562294268631,3531.225761270642,1195.928490243769,6559.304044696452,5
-62100.07183488364,11097.243364910504,-12777.89575627702,-16821.41876708902,-2559.577369547039,23624.94947526659,5958.769518992459,-3614.1432326145764,1607.0988377369515,-1844.610354452648,3
-43894.33659737334,-10521.997543238307,5920.255671536716,-25691.653764497933,7477.56972164496,-21250.125834022612,-8745.994805216735,4444.445594377668,-3604.3767179445254,4554.332540786355,7
1717.3342642246391,90841.85292694076,13344.354084892784,10472.417651646136,-10308.411599186604,-4678.16037128908,-3922.3041682083162,-1906.2823470133383,-427.27529114416444,-136.5501945334967,6
75067.19094525717,-18590.661656278087,-23865.35112854803,-9763.777521775173,-17189.669151542712,-3831.8669930349392,805.9225346032116,-3309.017677348163,2.842973337938054,-1828.2786722728044,1
-43213.057904574394,-7593.832638558949,5968.072439266938,-23703.34924734539,6637.320135063406,-23011.936994316336,-9354.144231171906,5483.9465263329475,-550.4067053827794,2597.4466013359847,7
8615.424885645602,86538.05706097651,15329.484101555789,11816.989775108053,-8902.317718470455,-3982.037561774771,-4808.743084090914,-1322.7425664228354,4306.090128107427,-3015.346280122637,6
61112.697982890386,-3453.272241050908,37717.580912097,-5196.861674642991,30391.791664523047,9305.202870093579,-10827.543489930365,-24213.383001731534,-9573.414339278464,-12475.351920380523,4
74207.33396162961,-17903.984402317325,-23370.67443411372,-8689.458068765278,-17759.10813603769,-4390.201278370639,-14.74068568626514,-4569.825360460308,525.404379095153,-2812.2695981063202,1
-16605.662464386623,-55535.204795016325,34153.99201430445,14079.840294640355,-15731.98506634091,6032.31415540203,-727.7888127626354,3712.0127092217767,-739.0859518797364,4677.2105564984895,5
-16016.740567999019,-54661.49516506475,33294.488688283665,14888.637658827422,-14838.228853762794,4542.050972949015,-1298.075156390289,5559.278102787607,-281.72484382175094,-3551.6979793316777,5
-62005.92966644648,11068.151947693696,-13218.927382407826,-17198.863901226043,-3274.8324745894524,23689.98706688603,6393.258091820678,-3636.8849553600535,719.2132237274662,-1749.7956224121074,3
-41702.368660301494,-13925.120446772056,-36391.700876774245,32436.595338571657,12770.26270248912,-8721.396167922561,-1648.8876690869477,-5375.764781047486,739.3964371834586,-249.320476398021,2
61154.268156714796,-2874.016814254065,36773.9951458807,-5970.964881365714,29475.532556017464,9732.049641926347,-10444.685646870996,-24409.1947131135,-8335.37777756126,-15667.154881548906,4
12042.795976939795,86520.28119015058,11351.790397288465,11604.74498806606,-9892.460521838064,-3321.19987442692,-2439.550068903301,6370.638060697079,335.4468147741049,2639.9327251227387,6
5593.462055684352,5049.292551982332,21674.69857390817,-1128.5873495958554,13071.526772035662,-23273.485020669148,80755.81230012274,-3932.3949277027946,-2348.566830544131,-2249.569880699896,1
75161.7933030313,-17870.290341984215,-24751.441726261997,-9793.638650783436,-16147.529428888804,-2652.0154997911363,1104.7043171712407,-2335.3097605920234,-2338.6171008195856,-368.8615104181543,1
-16455.785884695997,-56236.689482443064,31069.15794570347,15743.233306037242,-16105.038972756,6754.018772688675,-128.5557901612186,4185.213182623941,1552.91972674089,6793.677898887542,5
-41534.14127960552,-14999.642318069085,-34834.39765439246,32065.94684835392,13636.949002731762,-7421.0430280578885,-1693.5841817076046,-5267.520058017976,-380.42302123369035,495.70416219298255,2
-43635.05563803648,-10358.854497255768,4780.560584657947,-24800.03117566031,8944.238058786717,-21712.719814536977,-8743.662406474861,4209.862647565335,-2201.655331854214,3153.82012312626,7
-61505.45423141541,10576.536591956594,-10924.930497033576,-17096.196168601175,-4458.422977232751,24211.33115798599,5337.518484207163,-3778.415931699039,-528.2557160924266,2567.849199529188,3
-43455.05676468087,-9500.965471895925,3854.554626612235,-21253.345630275377,8880.083901512775,-20979.243448448564,-8035.141732553548,5064.092788136191,175.105485531577,-3247.458499181891,7
2325.93772534351,90609.13814020742,12772.76343527186,10470.854999178875,-10712.48512800776,-3352.8982768143255,-2954.843711042871,-943.9767576121321,94.09383410967003,1271.3279022972258,6
12485.194872471013,84248.45968866034,15410.447839171547,10003.402886927366,-7810.620104982923,-6439.282819195556,-5200.729427900306,4286.559424749297,5655.859458278917,-1331.683823135085,6
72293.98599557068,-17358.4942912555,-23812.35023986899,-8046.734417191085,-16511.993017425528,-898.6151510823987,222.9345902781347,-2059.626069462436,-3659.8792156969635,2096.590350517465,1
-47771.83428580376,-17238.998142141932,-25196.0134533285,24780.167138258836,7201.473335630384,-4710.686801163427,-5659.625126715939,-8870.068731167154,-3885.8874527253834,-6861.24634185171,2
74992.83329609613,-16980.39186940523,-24214.105321565192,-8030.546399451453,-18556.918573915274,-4885.8502268856655,978.137332081241,-2681.4829906961263,-2402.7460756153905,52.1163247346381,1
-62478.143125606664,10260.678385980284,-10325.328359559258,-17189.617170759997,-4239.482291148347,23499.90096344669,4656.779731305567,-3651.6382033553996,-223.02724681622922,2093.965350378664,3
59450.28021412985,-5648.91740073617,1058.998947868328,-2385.4868244097825,25158.55958454887,6452.253930896049,-105.02822567478744,7927.886361196955,51258.120851145926,-2465.8443077702736,4
-62280.93881006446,11297.757429096413,-12706.935322829388,-16880.318855658712,-2779.6259487956504,23863.89625552319,5892.578814569526,-3878.1062214579315,1456.0123349905111,-1319.9359584880663,3
992.5539038666008,91542.68820731158,11290.412144642612,13169.400406164319,-11245.728340989406,-1332.5781097071801,-2160.571881057252,393.76352602726257,-6242.322301008125,4433.064794772177,6
-15450.408777004885,-55134.97578223626,31623.471998744757,14724.306766871052,-13132.872920499745,2053.222298607079,-1568.5230758147454,7645.261354450939,739.5722730281963,-6430.391467044674,5
-42623.432601816545,-15008.71339310595,-35925.81229414404,32019.22778491246,13212.908077554324,-7347.011931933107,-1656.0079232911864,-6241.328149836908,606.9209016860885,-18.751861886797847,2
-61828.579008800276,10867.142952005659,-10171.182477635484,-16434.64343818196,-3214.1513501100644,23150.258094876594,4502.505539015419,-3899.8596307134967,1119.4718234618085,379.44176678780303,3
67367.37408317698,-13609.934878545144,21122.28963346391,510.4690091814571,30424.818265827158,7926.494964780059,-3808.481924194555,-18013.18497805665,-1440.5247602878883,35613.91945894222,4
73017.38996217518,-16372.418037600562,-25062.15359518279,-6563.3471767955725,-17720.79047502899,-4133.896680746913,1393.6047817538622,-2498.1425219053826,-5866.808807080703,4482.441984922433,1
-15182.63321784224,-54676.8835266228,32605.0859769416,15173.11196197999,-14254.963235418878,1894.042849108008,-2272.2183762411705,7147.590272391777,853.2251271505024,-7015.342379015995,5
-42175.17468050901,-14470.451708574703,-34009.18814344432,31759.52828165879,13207.264472948644,-7218.780887601994,-2246.177471967035,-5529.532181325034,-760.4596155566367,624.1350242155651,2
-42112.44734323769,-5740.122399147995,5668.437841798652,-24253.62733882365,4758.719551361208,-22507.189174567247,-9609.011327801389,6846.127697947514,-633.9070404569974,-1625.5499133791914,7
65184.096841331426,6433.904081948742,-11716.284319027194,4576.285404025398,28479.38317500814,18141.640650439178,1537.3467258789153,36050.77638736744,-11318.906881643316,-2037.4515209488156,4
